0.11872,0.02496,0.2
0.11846,0.02496,0.2
0.1182,0.02496,0.2
0.11794,0.02496,0.2
0.11768,0.02496,0.2
0.11742,0.02496,0.2
0.11716,0.02496,0.2
0.1169,0.02496,0.2
0.11664,0.02496,0.2
0.11638,0.02496,0.2
0.11612,0.02496,0.2
0.11586,0.02496,0.2
0.1156,0.02496,0.2
0.11534,0.02496,0.2
0.11508,0.02496,0.2
0.11482,0.02496,0.2
0.11456,0.02496,0.2
0.1143,0.02496,0.2
0.11404,0.02496,0.2
0.11378,0.02496,0.2
0.11352,0.02496,0.2
0.11352,0.0247,0.2
0.11352,0.02444,0.2
0.11352,0.02418,0.2
0.11352,0.02392,0.2
0.11352,0.02366,0.2
0.11352,0.0234,0.2
0.11352,0.02314,0.2
0.11352,0.02288,0.2
0.11352,0.02262,0.2
0.11352,0.02236,0.2
0.11352,0.0221,0.2
0.11352,0.02184,0.2
0.11352,0.02158,0.2
0.11352,0.02132,0.2
0.11352,0.02106,0.2
0.11352,0.0208,0.2
0.11352,0.02054,0.2
0.11352,0.02028,0.2
0.11352,0.02002,0.2
0.11352,0.01976,0.2
0.11352,0.0195,0.2
0.11352,0.01924,0.2
0.11352,0.01898,0.2
0.11352,0.01872,0.2
0.11352,0.01846,0.2
0.11352,0.0182,0.2
0.11352,0.01794,0.2
0.11352,0.01768,0.2
0.11352,0.01742,0.2
0.11352,0.01716,0.2
0.11352,0.0169,0.2
0.11352,0.01664,0.2
0.11352,0.01638,0.2
0.11352,0.01612,0.2
0.11352,0.01586,0.2
0.11352,0.0156,0.2
0.11352,0.01534,0.2
0.11352,0.01508,0.2
0.11352,0.01482,0.2
0.11352,0.01456,0.2
0.11352,0.0143,0.2
0.11352,0.01404,0.2
0.11352,0.01378,0.2
0.11352,0.01352,0.2
0.11352,0.01326,0.2
0.11352,0.013,0.2
0.11352,0.01274,0.2
0.11352,0.01248,0.2
0.11352,0.01222,0.2
0.11352,0.01196,0.2
0.11352,0.0117,0.2
0.11352,0.01144,0.2
0.11352,0.01118,0.2
0.11352,0.01092,0.2
0.11352,0.01066,0.2
0.11352,0.0104,0.2
0.11352,0.01014,0.2
0.11352,0.00988,0.2
0.11352,0.00962,0.2
0.11352,0.00936,0.2
0.11352,0.0091,0.2
0.11352,0.00884,0.2
0.11352,0.00858,0.2
0.11352,0.00832,0.2
0.11352,0.00806,0.2
0.11352,0.0078,0.2
0.11352,0.00754,0.2
0.11352,0.00728,0.2
0.11352,0.00702,0.2
0.11352,0.00676,0.2
0.11352,0.0065,0.2
0.11352,0.00624,0.2
0.11352,0.00598,0.2
0.11352,0.00572,0.2
0.11352,0.00546,0.2
0.11352,0.0052,0.2
0.11352,0.00494,0.2
0.11352,0.00468,0.2
0.11352,0.00442,0.2
0.11352,0.00416,0.2
0.11352,0.0039,0.2
0.11352,0.00364,0.2
0.11352,0.00338,0.2
0.11352,0.00312,0.2
0.11352,0.00286,0.2
0.11352,0.0026,0.2
0.11352,0.00234,0.2
0.11352,0.00208,0.2
0.11352,0.00182,0.2
0.11352,0.00156,0.2
0.11352,0.0013,0.2
0.11352,0.00104,0.2
0.11352,0.00078,0.2
0.11352,0.00052,0.2
